longitude,latitude,event_id
-76.49440061,-7.21141388,365
-76.58366213,-7.06533226,366
-76.5188212,-7.04244694,367
-76.56284534,-6.88125405,368
-76.57069884,-6.90997858,369
-76.48762475,-6.97120132,370
-76.55954572,-6.88057512,371
-76.48983638,-7.21070708,372
-76.55629168,-7.02689367,373
-76.47996058,-6.9723732,374
-76.55612765,-6.87003929,375
-76.51382659,-7.05074337,376
-76.56383463,-6.82200459,377
-76.48189788,-7.22537175,378
-76.48009627,-7.22902807,379
-76.48911932,-7.23597229,380
-76.48809202,-7.2355465,381
-76.48857111,-7.21686806,382
-76.50007202,-7.17990993,383
-76.49363394,-7.18177734,384
-76.49949085,-7.18413776,385
-76.49657837,-7.18403246,386
-76.49467335,-7.17759286,387
-76.48513906,-7.03428268,388
-76.49861924,-7.18030212,389
-76.49556339,-7.18119942,390
-76.46630046,-6.97685802,391
-76.5837304,-7.06540942,392
-76.38250731,-6.939007575,393
-76.3767963,-6.943352963,394
-80.734975,-4.859626667,395
-80.75006,-4.866231667,396
-80.79943098,-4.849825014,397
-80.79135217,-4.849335927,398
-80.54593071,-4.761100731,399
-80.53730833,-4.753446667,400
-80.8065328,-4.852234698,401
-80.51225524,-4.721457346,402
-80.53970598,-4.730904712,403
-80.53773187,-4.733729808,404
-80.53882118,-4.731385864,405
-80.51128495,-4.722014021,406
-80.52249667,-4.721641667,407
-80.53014167,-4.7293,408
-80.5388926,-4.732082198,409
-80.53139146,-4.73204678,410
-80.527555,-4.732905,411
-80.50481667,-4.72422,412
-80.51062211,-4.721623747,413
-80.52398421,-4.718418351,414
-80.88479564,-4.869674834,415
-80.88369526,-4.864466059,416
-80.83086547,-4.851482696,417
-80.83388664,-4.851076795,418
-80.86057167,-4.859951667,419
-80.84451657,-4.878192459,420
-80.87399974,-4.854513751,421
-80.83626609,-4.857173638,422
-80.826355,-4.846003333,423
-80.83936304,-4.859109583,424
-80.82317423,-4.842934333,425
-80.88308774,-4.872544454,426
-80.82272833,-4.847801667,427
-80.87939501,-4.885357041,428
-80.83321542,-4.866639505,429
-80.83813693,-4.856151711,430
-80.86480333,-4.867876667,431
-80.79011833,-4.847658333,432
-80.74586324,-4.872432543,433
-80.73415741,-4.857143572,434
-80.72717667,-4.862201667,435
-80.75071,-4.865151667,436
-80.75057167,-4.866295,437
-80.7429,-4.85329,438
-80.73090255,-4.844234233,439
-80.72732833,-4.856065,440
-80.749905,-4.866471667,441
-80.7536678,-4.858538321,442
-80.75203031,-4.856781771,443
-80.796315,-4.842233333,444
-80.7549,-4.860063333,445
-80.80189667,-4.846943333,446
-80.79771,-4.84277,447
-80.8058029,-4.853000062,448
-80.73129167,-4.859565,449
-80.80953587,-4.861384604,450
-80.73028167,-4.849516667,451
-80.81826914,-4.86682558,452
-80.81029225,-4.860818021,453
-80.73086064,-4.844506173,454
-80.72729833,-4.862216667,455
-80.72941333,-4.858501667,456
-80.73267,-4.85992,457
-80.72706333,-4.856216667,458
-80.73072667,-4.850051667,459
-80.75044,-4.865368333,460
-80.81145333,-4.83984,461
-80.74569661,-4.872812374,462
-80.72592333,-4.862191667,463
-80.74231,-4.853408333,464
-80.73564738,-4.85986759,465
-80.74789667,-4.868888333,466
-80.72834875,-4.861746067,467
-80.73714,-4.860056667,468
-80.79056,-4.846885,469
-80.79040833,-4.846553333,470
-80.80986209,-4.836077991,471
-80.81865303,-4.866726362,472
-80.75281788,-4.858967603,473
-80.54100282,-4.730332674,474
-80.89960512,-4.860711452,475
-80.88293318,-4.874853504,476
-80.83210699,-4.864839213,477
-80.84751058,-4.848323008,478
-80.83502993,-4.853466764,479
-80.5376219,-4.731622765,480
-80.83400901,-4.862838475,481
-80.864705,-4.867885,482
-80.82710167,-4.84845,483
-80.52380667,-4.725728333,484
-80.73103667,-4.859821667,485
-80.74618947,-4.859028738,486
-80.52631069,-4.724086677,487
-80.83387926,-4.867505407,488
-80.86419833,-4.867853333,489
-80.73239333,-4.859926667,490
-80.8359687,-4.855822315,491
-80.82533073,-4.844784126,492
-80.83317954,-4.852279464,493
-80.73678333,-4.844423333,494
-80.88650722,-4.870072039,495
-80.8274423,-4.852092716,496
-80.83312254,-4.867181696,497
-80.79337489,-4.851466326,498
-80.50554469,-4.723799987,499
-80.84907968,-4.848373453,500
-80.90216361,-4.850430359,501
-80.74784667,-4.869515,502
-80.82478167,-4.8457,503
-80.8334823,-4.867919984,504
-80.735065,-4.847353333,505
-80.84527899,-4.878208828,506
-80.52627381,-4.724606594,507
-80.87459218,-4.862142274,508
-80.80609962,-4.85200118,509
-80.53421667,-4.731901667,510
-80.52903917,-4.720419178,511
-80.73026754,-4.844764082,512
-80.8390395,-4.858747784,513
-80.88541489,-4.86586547,514
-80.88680667,-4.871151667,515
-80.53237181,-4.73186,516
-80.535645,-4.729768333,517
-80.74562333,-4.873421667,518
-80.73476393,-4.859507128,519
-80.72606333,-4.863448333,520
-80.79566818,-4.853045831,521
-80.861555,-4.868023333,522
-80.73006704,-4.84507444,523
-80.80962333,-4.841265,524
-80.53783667,-4.751553333,525
-80.53190833,-4.731191667,526
-80.88681667,-4.871293333,527
-80.53725667,-4.7522,528
-80.79863,-4.84329,529
-80.79849333,-4.843406667,530
-80.87435313,-4.859294659,531
-80.81229833,-4.838115,532
-80.79106167,-4.847805,533
-80.86631667,-4.868008333,534
-80.53364,-4.731725,535
-80.749,-4.868121667,536
-80.7923875,-4.850891383,537
-80.87563388,-4.859274948,538
-80.80966998,-4.860781941,539
-80.87948855,-4.882494491,540
-80.87936785,-4.884646165,541
-80.87311193,-4.85469248,542
-80.53154667,-4.730671667,543
-80.808125,-4.836221667,544
